obj_ID,alpha,delta,u,g,r,i,z,run_ID,rerun_ID,cam_col,field_ID,spec_obj_ID,class,redshift,plate,MJD,fiber_ID
1.2376802672031836e+18,330.870076798717,16.1115498584741,22.8712,22.4312,20.4922,19.34169,18.90474,8101,301,2,40,5.698453579213593e+18,GALAXY,0.5547135,5061,55806,997
1.2376534376189135e+18,347.653816305606,-9.32550123652533,18.57592,17.27612,16.67132,16.31675,16.12581,1854,301,4,81,8.175353111091876e+17,GALAXY,0.06452455,726,52226,480
1.2376611379636472e+18,164.146662315363,40.4012293670388,19.33474,18.42618,18.0786,17.98181,17.9428,3647,301,3,161,5.207448791847033e+18,STAR,-0.0005190916,4625,55632,588
1.2376575913952543e+18,177.363722647813,55.4655712860707,18.58841,18.24559,18.34749,18.22237,18.26967,2821,301,5,174,7.700150516970707e+18,QSO,0.5286271,6839,56425,440
1.2376737103974239e+18,121.64360224917,-7.52513575944523,18.33377,15.97713,14.9156,14.52762,14.28635,6574,301,5,20,3.159371694984948e+18,STAR,2.29488e-05,2806,54425,351
1.237668504370873e+18,256.033877243681,46.6125096641643,22.18471,21.27158,19.47829,18.80773,18.47781,5362,301,4,183,6.783765019215813e+18,GALAXY,0.3842518,6025,56098,793
1.2376795043283604e+18,22.9670111488365,19.5702040678159,22.12119,22.56431,21.35474,20.74269,20.69789,7923,301,5,326,8.157399748229487e+18,GALAXY,0.6503434,7245,56636,927
1.237657776616178e+18,132.941561883175,40.289835593307,21.9209,21.65171,21.21861,20.99364,21.37159,2864,301,6,181,9.940765015996127e+18,QSO,1.486887,8829,57446,708
1.2376613559281912e+18,166.714572493195,44.8483895028817,24.04502,21.71964,21.53829,21.53296,21.48734,3698,301,1,84,5.275034122758412e+18,STAR,-0.0007118349,4685,55657,702
1.237679477466006e+18,349.387068008833,21.63116724556,23.05693,21.73839,21.62845,21.56287,20.94722,7917,301,3,39,6.894082596239858e+18,STAR,-0.0003421121,6123,56217,718
1.237665096853488e+18,144.36940664964,26.9423141222672,22.58656,21.29271,20.23975,19.50241,19.17643,4569,301,1,218,6.5202703587882e+18,GALAXY,0.4675485,5791,56255,669
1.2376551260780628e+18,173.167814158664,5.34332601587719,18.143,16.79607,16.31919,16.05782,15.79279,2247,301,5,83,9.425104826259475e+17,GALAXY,0.02813233,837,52642,481
1.2376582979207823e+18,152.514550814997,5.22008472104223,20.6255,18.59443,17.40494,16.94058,16.57982,2986,301,1,226,6.452965414011146e+17,GALAXY,0.1764861,573,52325,567
1.2376551083597504e+18,124.198189316588,40.3797286608238,23.22474,22.20336,20.29641,19.42108,18.80991,2243,301,4,59,4.285258425808738e+18,GALAXY,0.5820473,3806,55505,303
1.2376593249525432e+18,239.964128775556,44.2380836465775,19.33085,18.17414,17.54148,17.16734,16.94054,3225,301,2,191,1.3162127714146324e+18,GALAXY,0.1490916,1169,52753,130
1.2376646695050944e+18,144.746314983122,33.4965247528891,25.33992,23.05612,21.5497,20.41636,19.47162,4469,301,5,231,1.1515862989699e+19,GALAXY,0.9226736,10228,58223,577
1.237660751408071e+18,65.4972701617761,25.821581031156,18.67189,17.08065,16.37655,16.03237,15.86048,3557,301,3,31,1.4120525307576586e+18,STAR,6.254522e-05,1254,52972,633
1.23766143377028e+18,180.920370135642,46.8295219770447,22.46373,23.08794,20.929,19.7951,19.40746,3716,301,2,20,7.47726329151936e+18,GALAXY,0.6327272,6641,56383,589
1.2376576279049677e+18,141.038191399584,41.8544837975008,23.90051,22.08437,20.37431,19.24711,18.863,2830,301,1,212,5.223095672178498e+18,GALAXY,0.5975002,4639,55944,167
1.2376677822709765e+18,121.782244406355,10.1500391791469,20.42136,18.44664,17.44026,17.04139,16.68105,5194,301,3,53,2.7237080747443753e+18,GALAXY,0.1071668,2419,54139,568
1.237679318015149e+18,359.015412743825,9.44206673751568,23.99364,23.16586,21.11168,19.97956,19.43178,7880,301,2,36,6.926759806050261e+18,GALAXY,0.6878561,6152,56164,813
1.2376727944960407e+18,0.622729437150213,-4.52443792156933,18.94123,17.87309,17.82876,17.85077,17.88336,6361,301,3,26,2.954479901417171e+18,STAR,-0.0009159714,2624,54380,431
1.2376786195629348e+18,354.529070039354,3.05108618525859,22.98065,22.64277,21.12657,20.03155,19.423,7717,301,5,293,4.820092772949449e+18,GALAXY,0.5626697,4281,55836,419
1.2376709600138363e+18,39.4050359025198,26.4483429157152,17.87541,16.53968,16.00409,15.80071,15.70522,5934,301,2,113,3.5556175498844324e+18,STAR,-0.0001744785,3158,54794,93
1.2376623367955423e+18,247.237896515364,27.0583811254277,23.7373,22.10182,20.73888,19.80369,19.42845,3926,301,4,148,5.636527983147899e+18,GALAXY,0.5561308,5006,55706,993
1.237660961862845e+18,131.535209281556,30.5098796820743,22.50198,21.94791,21.73915,21.76485,21.68248,3606,301,3,52,5.837860386507086e+18,QSO,1.333379,5185,55978,252
1.2376785980901947e+18,359.278531573905,3.30006280938604,19.65909,19.22323,19.01028,18.96184,18.95231,7712,301,5,325,4.815557007070484e+18,STAR,0.0001636695,4277,55506,302
1.2376613618442573e+18,229.250728238701,38.1210659001044,23.56842,23.07299,21.67043,20.85718,20.10711,3699,301,4,244,1.2095744047781796e+19,STAR,-0.000484957,10743,58222,732
1.2376709616233352e+18,36.9211481286242,24.8546601704941,21.19644,19.80662,19.14374,18.84943,18.63583,5934,301,5,96,2.7011133793800294e+18,STAR,-0.0002114323,2399,53764,289
1.2376619491720563e+18,164.604811398809,11.3163232294086,22.40565,21.88489,20.07863,19.38083,18.84362,3836,301,2,107,6.030561893919513e+18,GALAXY,0.4257834,5356,55979,880
1.2376543814441367e+18,148.122143635143,56.1026399793558,20.40975,18.54134,17.52931,17.11638,16.82512,2074,301,2,175,6.271515746778747e+17,GALAXY,0.1168682,557,52253,92
1.2376654415377864e+18,247.188453836065,14.6366420401549,23.67735,21.01983,19.19077,18.58339,18.17727,4649,301,3,419,4.5666979407863706e+18,GALAXY,0.3484297,4056,55357,174
1.2376786174353736e+18,40.0834689058743,0.92248870789831,18.03083,16.91169,16.53751,16.37685,16.35486,7717,301,1,597,7.950296820251628e+17,STAR,-2.558464e-05,706,52199,525
1.2376788584628884e+18,339.671192424362,10.7175661911186,26.00846,21.02067,20.24514,19.96051,19.74838,7773,301,2,177,5.684715736163177e+18,STAR,-0.0007042944,5049,56103,171
1.2376682718977065e+18,200.586416134711,19.250124297016,20.79122,20.3756,20.41488,20.36405,20.12657,5308,301,3,60,6.605916263570232e+18,QSO,1.664633,5867,56034,951
1.237654950522258e+18,235.355494617163,58.4340533876564,25.87587,21.84481,20.14282,19.31918,18.92586,2206,301,6,98,7.639358794989065e+18,GALAXY,0.4649547,6785,56487,465
1.2376540314039096e+18,175.233719235907,3.57028508004458,22.74918,21.99659,20.33183,19.4289,19.05875,1992,301,6,169,5.36612673730985e+18,GALAXY,0.0,4766,55677,319
1.2376648692181235e+18,154.6400279708,29.5835773421922,19.22696,18.09897,17.46899,17.08818,16.86716,4516,301,1,186,2.647111690784631e+18,GALAXY,0.1427651,2351,53786,440
1.2376672072847204e+18,90.6902170871667,64.2700720434331,21.91217,20.87049,20.59112,20.61045,20.38256,5060,301,4,91,2.590816144445172e+18,QSO,2.793459,2301,53712,438
1.2376802988802053e+18,331.829963416268,19.5995156251219,19.75799,18.7876,18.42341,18.2929,18.26359,8108,301,5,65,5.653185861820635e+18,STAR,-0.0005802176,5021,55863,154
1.237667782270256e+18,120.22495066299,9.7735456698322,21.72903,19.55395,18.09655,17.51649,17.10026,5194,301,3,42,6.185865710272797e+18,GALAXY,0.3179493,5494,55857,624
1.237661958837372e+18,220.808752980974,46.7136750220893,23.484,23.01471,22.03242,20.59789,19.90975,3838,301,4,132,9.56026060108912e+18,GALAXY,0.6893142,8491,57488,889
1.2376551244814093e+18,205.159269947404,4.01872778353941,21.26742,19.14106,17.82298,17.31259,16.94978,2247,301,2,296,5.38862082063259e+18,GALAXY,0.2011935,4786,55651,232
1.2376515392471043e+18,172.903670121616,67.4179867862405,20.13968,18.22083,17.29896,16.87836,16.55281,1412,301,4,138,5.54040093745113e+17,GALAXY,0.1310138,492,51955,354
1.2376682928358687e+18,168.605676470831,18.458304032758,19.79025,18.71635,18.25089,18.06625,17.98814,5313,301,2,63,3.233640133840365e+18,STAR,0.0005161044,2872,54533,202
1.2376517540222083e+18,207.212544890432,2.37811175859192,22.47952,21.74716,20.70809,19.37348,18.4137,1462,301,4,546,4.5477558342231214e+18,STAR,-0.0001344669,4039,55648,895
1.2376611379626644e+18,161.266081608342,39.9282142955818,25.00687,22.54625,20.67524,19.63615,19.22067,3647,301,3,146,5.216297936103953e+18,GALAXY,0.5582796,4633,55620,13
1.2376789207523658e+18,25.4447300621565,12.6369520707662,20.38313,20.06664,19.66685,19.63856,19.76587,7787,301,6,367,1.2453808259160363e+19,QSO,1.047015,11061,58428,834
1.237667253993473e+18,130.09979220888,18.1944279774398,24.85852,22.84706,21.93347,20.90133,20.31981,5071,301,3,106,1.0762749744461928e+19,GALAXY,0.7973276,9559,57805,991
1.2376619577610732e+18,212.280176915922,48.3292985706164,20.23708,20.00112,19.76571,19.89839,19.73598,3838,301,2,93,7.595390147933526e+18,QSO,1.034363,6746,56386,252
1.2376634577767631e+18,317.927530342512,0.134237583118442,21.03634,19.05907,18.1729,17.77765,17.5193,4187,301,4,68,1.7148541841692692e+18,GALAXY,0.1482916,1523,52937,395
1.2376503715475622e+18,161.487753917545,-1.53411164874499,21.7081,20.70526,20.48518,20.48271,20.31286,1140,301,5,57,4.262834162011232e+18,STAR,0.0006234522,3786,55563,644
1.2376582034240307e+18,142.095847259876,39.9543405764368,24.73126,21.74218,20.10736,19.31717,18.84893,2964,301,1,112,5.224258955195472e+18,GALAXY,0.4996584,4640,55927,303
1.2376671434026524e+18,136.84387391494,23.7133804621614,24.99221,23.97187,21.43897,20.34806,19.22301,5045,301,5,176,1.3145123722817198e+19,GALAXY,0.6232742,11675,58523,881
1.2376545999569556e+18,159.625741941128,3.35035489832405,22.74736,21.1601,20.53081,20.31132,20.13984,2125,301,1,272,5.687499161306665e+17,STAR,0.0004812198,505,52317,620
1.237663784742617e+18,19.1300335105054,0.447155965483876,21.66061,19.21177,17.57817,16.41327,15.92912,4263,301,5,243,1.6889554759592448e+18,STAR,-1.018069e-05,1500,53730,384
1.237660958639916e+18,114.054524301159,19.1311373514824,24.78835,21.69592,20.14679,19.06602,18.6269,3605,301,5,26,5.053194731150136e+18,GALAXY,0.5670221,4488,55571,567
1.2376663381139784e+18,13.7873331391811,-1.04647244135417,16.99386,15.08742,14.20821,13.82009,13.51824,4858,301,1,446,4.436095431931597e+17,GALAXY,0.04571029,394,51913,18
1.2376648740401984e+18,118.21690165959,16.1205655695883,25.55319,22.6025,20.59712,19.64242,19.13892,4517,301,2,37,2.162891709845891e+18,QSO,1.341316,1921,53317,138
1.2376625295270879e+18,209.071377600504,13.4127450123495,23.88818,21.39876,19.85547,18.98506,18.60199,3971,301,3,70,6.134072393029933e+18,GALAXY,0.583395,5448,56013,617
1.2376582045112077e+18,183.904460914069,49.900461839435,22.01682,21.70988,21.30397,21.27053,20.76502,2964,301,3,317,9.261752264028346e+18,QSO,1.05109,8226,57423,362
1.2376637847421588e+18,18.0705288559783,0.539741390672621,22.75801,22.09018,21.91592,21.74117,22.10687,4263,301,5,236,4.75934502443682e+18,QSO,1.615613,4227,55481,604
1.2376613865306196e+18,211.303812486814,53.9346384874754,23.18037,22.44024,20.93893,19.05009,17.95055,3705,301,2,96,1.4919048340795822e+18,STAR,-0.0001732353,1325,52762,318
1.2376805045063524e+18,342.019988233479,33.0970839711326,21.28107,20.41868,20.31857,20.33414,19.92003,8156,301,4,135,8.040242934808073e+18,QSO,2.33126,7141,56565,697
1.237678661432377e+18,19.2183543295538,4.44368608270005,18.1406,18.02585,17.8477,17.96619,18.06707,7727,301,3,194,9.863092769622612e+18,QSO,1.067015,8760,57672,762
1.2376664079224676e+18,38.6719659188672,-0.0702071400661266,25.40072,22.76635,23.20296,22.62395,22.63643,4874,301,3,679,8.259760707698185e+18,GALAXY,0.0,7336,56656,578
1.23766195990705e+18,208.181234100539,51.1053787678663,25.20814,22.26106,20.50495,19.33519,18.88517,3838,301,6,70,7.589834040934685e+18,GALAXY,0.63663,6741,56394,519
1.237651496297497e+18,124.942402855895,50.9367591627111,25.85652,22.75097,21.14702,20.18319,19.46231,1402,301,4,139,8.229423263362865e+18,GALAXY,0.5229195,7309,56991,803
1.2376709648520315e+18,147.984246773525,15.8522991989706,20.58986,18.93155,17.59708,17.07332,16.68393,5935,301,3,210,2.9082462573214044e+18,GALAXY,0.1954354,2583,54095,170
1.237657627915321e+18,173.03917642769,50.7612552696554,24.25784,21.65338,19.89625,19.10715,18.71633,2830,301,1,370,7.533422497678776e+18,GALAXY,0.4675791,6691,56413,95
1.2376803316331983e+18,342.16654713051,27.2890977346284,24.27582,23.5023,21.91557,20.6202,19.73923,8116,301,2,124,8.620078651021744e+18,STAR,-0.0002700159,7656,57338,687
1.2376805050379814e+18,328.48768385479,30.0913890433433,23.46121,21.52236,19.64858,18.89238,18.42113,8156,301,5,55,6.717260508704299e+18,GALAXY,0.4052324,5966,56101,515
1.237652946384847e+18,15.4550817688384,-10.8372715265513,20.76206,19.71608,19.6169,19.56451,19.58729,1740,301,1,124,3.5005053548301926e+18,STAR,-0.0005240503,3109,54833,300
1.237678598624248e+18,352.880102825265,3.55460344894083,21.44423,21.33548,20.97581,20.56003,20.59653,7712,301,6,282,1.2705959260322e+19,QSO,1.452861,11285,58402,650
1.2376623373305126e+18,243.77804405303,30.1447826687821,22.75363,21.66493,21.56114,21.4671,20.91239,3926,301,5,119,5.639904858251483e+18,STAR,-0.0007403066,5009,55707,990
1.2376637890286067e+18,117.219572560832,51.6565862365492,22.83478,20.87079,18.99683,18.13972,17.74809,4264,301,5,106,2.1044086865322575e+18,GALAXY,0.4565641,1869,53327,370
1.2376700172630095e+18,23.3700972642958,8.37307346805389,19.65831,19.44047,19.28055,19.1345,19.11771,5714,301,6,29,1.2463804469526944e+19,QSO,1.435253,11070,58452,336
1.2376634792586122e+18,332.929194232858,0.0622716306343332,20.37711,19.41201,19.07432,18.97925,18.92974,4192,301,4,175,3.542212028888359e+18,STAR,0.0002278217,3146,54773,476
1.2376613537768407e+18,167.290518451478,56.6877893015797,21.36045,20.90425,20.91023,20.89467,20.5591,3697,301,5,25,7.99524624765212e+18,QSO,2.428957,7101,56659,840
1.2376737061117624e+18,105.404390038824,39.5165433514883,20.03037,18.51312,17.91551,17.66496,17.5659,6573,301,5,162,3.307990484382673e+18,STAR,-0.0001074257,2938,54526,351
1.2376719392639557e+18,240.698006569789,60.9651189274966,22.44165,22.08775,20.45077,19.45516,19.03995,6162,301,2,76,7.654078506872363e+18,GALAXY,0.53121,6798,56485,767
1.2376593249595566e+18,253.228786765232,31.9582797506865,23.74329,21.45767,19.64575,18.89204,18.6257,3225,301,2,298,5.620628770417564e+18,QSO,6.436254,4992,55723,496
1.237660961863762e+18,133.478406970696,31.8775122521419,23.73998,22.86137,22.5308,21.69795,22.60199,3606,301,3,66,1.1747800568139373e+19,GALAXY,0.9508104,10434,58140,585
1.2376613629140675e+18,219.413421085725,43.0732191725737,22.85739,22.57316,21.86714,20.46482,19.70925,3699,301,6,184,9.567036352786354e+18,GALAXY,0.0,8497,58161,963
1.2376517357687283e+18,206.935800429205,1.7199174260826,22.32398,21.38867,21.43375,21.38412,21.17345,1458,301,2,548,4.547563144810354e+18,QSO,2.408968,4039,55648,194
1.2376697611787323e+18,318.054445284073,4.01888494827323,23.45135,23.05718,21.27308,20.2211,19.54674,5655,301,1,77,1.2739708494858705e+19,GALAXY,0.5986559,11315,58402,549
1.2376650265173036e+18,189.576958751927,35.9816849041437,22.2178,21.11132,19.22153,18.47072,18.02328,4552,301,6,125,2.2766543382375567e+18,GALAXY,0.428496,2022,53827,308
1.2376551260761623e+18,168.772981599272,5.30934147444358,21.09293,18.78769,17.41526,16.85062,16.50056,2247,301,5,54,9.402633504350802e+17,GALAXY,0.2189366,835,52326,498
1.2376623019004398e+18,222.067615825523,46.0973535524061,21.06952,20.72522,20.64952,20.94172,21.08137,3918,301,3,171,9.557881532720634e+18,QSO,1.55263,8489,57483,426
1.2376607632217871e+18,120.085213639279,21.5623316527114,19.70242,18.44586,17.7684,17.42302,17.16891,3560,301,1,70,1.7824461117980938e+18,GALAXY,0.1489073,1583,52941,533
